comment,keyword,season,sentiment_association,topic_category
赌公寓和钱德去也门那两集爆笑啊！不是男朋友的ROSS又恢复了他的体贴深情，唉~~~~虽然我很爱瑞秋，但不得不说，她直接或间接撬掉了ROSS前后4个女友，有点过分。菲比在这季格外显老，是怀孕的缘故吗？,这季,4,neutral,剧情
Chandler是真的爱Joey的我坚信 Joey也是真的在爱Chandler的 Monica和Chandler到底是怎么回事 Richel真的是太任性 Ross的龟毛和古怪其实也是可爱的 我没想到菲比是真的怀孕了！！！好几集真是笑到脸抽筋！,joey,4,positive,演员
251008-9 - 谁又成为正版受害者了,受害者,4,negative,情怀
莫妮卡和菲比在失业时，一起合伙做宴会的餐饮，但莫妮卡因为写美食评论，而意外获得在餐厅做主厨的机会。莫妮卡告诉菲比时，菲比还沉浸在接到一个喜宴的活儿，她们都很难过。为了让菲比接受，莫妮卡列了好几个方法建议她如何利用她们合买的车去赚钱，但都被菲比拒绝了。最后，莫妮卡决定放弃主厨机会，而菲比因为看到莫妮卡列了那么多建议，而决定尊重莫妮卡。这就是友谊。罗斯决定和艾米丽结婚，所有人都愣住了，在等待瑞秋的反应，然后瑞秋恭喜罗斯，其他人才欢呼起来。就是注意到每个人的情绪的友谊，太感人了。永远爱菲比。,机会,4,neutral,剧情
Ross和Rachel几乎就是复刻了一遍之前的剧情，幸好有Chandler和Monica的新故事打开局面,幸好,4,positive,剧情
Ross和Rachel的感情戏真是让人火大。。。,感情,4,positive,剧情
本来前面那些集我有很多快乐想说，但是最后罗斯和瑞秋的感情戏实在太狗血了！！！分分合合每次的代价都是把别人甩掉牺牲别人的幸福，这一点都不cool！！我原来很欣赏老友记里的恋爱观，但是罗斯瑞秋这一对真的被编剧写毁了，为啥一定要他俩凑一对呢？就各自找到另一半不好吗？？况且我现在真的不觉得瑞秋除了外在美有啥优点了，是，她还是善良的，可她脑子不好使，一点也不会为人处世，客观上她就是很自私幼稚。,感情,4,negative,剧情
我这些都想打六颗星来着,星来,4,neutral,剧情
比第一季更丧病的季终出现！就在我对RR之间不停反反复复翻来倒去的关系反感到顶点的时候，竟然做了一集混剪回顾，方便了我直接快进跳过。何以解忧，唯有Chan Chan，和Joey的日常甜蜜，和Mon终于有所进展。,反反复复,4,negative,剧情
前四季最佳,最佳,4,positive,情怀
人物关系可以用纠结与混乱来形容。,混乱,4,neutral,剧情
连莫妮卡和钱徳配对这种事都接受了，可见是真爱这个电视。,接受,4,positive,情怀
我只是先告诉自己，在第21集，是Richeal&Ross的合集,告诉,4,neutral,剧情
最爱的一季之一-w-,爱一,4,positive,情怀
"I, Ross, to take thee, RACHEL!!!!!!!!!!!!!!!!!!!!!!!",thee,4,positive,剧情
Ross要结婚了，可惜新娘不是Rachel,结婚,4,neutral,剧情
Joey很可爱的，pheebs也是。小鸡小鸭很幸福哈,可爱,4,positive,演员
有時候世界就像Rachal一樣，你有時候會覺得她難以捉摸，甚至覺得她無法理喻，可她原原本本沒有你想像中那麼複雜，只要用心，她和這個世界都會奮不顧身得愛上你。,時候,4,neutral,剧情
后十集比前十集精彩太多！我是不能喜欢更多！ 不是碎片式的情景室内剧而是像电视连续剧发展了。有坏处也有好处。,精彩,4,neutral,剧情
还是能让人能笑出来的经典,经典,4,positive,情怀
为什么喜剧总是越拍越悲伤,悲伤,4,negative,情怀
小钱这个身材也太善变了吧。。。,身材,4,neutral,演员
情感最纠结的一季，罗斯未果的二婚，钱德勒和莫妮卡……越来越喜欢钱德勒，他真的超可爱～,二婚,4,positive,剧情
一季一季不停息,停息,4,positive,剧情
有点饱和了，那两个R的感情戏。,感情,4,neutral,剧情
《老友记》看到第四季感觉臻入化境了，我好爱这群人啊。罗斯和瑞秋之间的爱恋拉扯终究还是来了，请继续吧。钱德勒和莫妮卡终于有了进展哈哈哈，乔伊依旧憨的可爱。辛苦我们的菲比要代孕怀三胞胎了，越来越期待接下来的故事了！,哈哈哈,4,positive,剧情
可怜的艾米丽，可是依然希望罗斯跟瑞秋在一起。,依然,4,neutral,剧情
不想再看到Rechal跟Ross纠缠鸟，还是Chandler比较有爱,纠缠,4,negative,演员
Chandler谈了他最痴情的一次恋爱，抢了Joey的女朋友；菲比为弟弟做了代孕母亲，特立独行；英国女孩艾米莉出现，Rachel和Ross之间最重大影响的一次，英国口音很好听。这是承上启下的一季。,joey,4,positive,剧情
就剩一季了。强迫症。,强迫症,9,neutral,剧情
看的真快。乔伊被设定的越来越简单，钱德勒婚后不好玩了。依然喜欢ross，越发觉得莫妮卡不错。,简单,9,neutral,演员
有点拖拉的一季，钱德勒和莫妮卡检查的时候我觉得好可怜，特别是结果出来的时候！一直认为麦克就是菲比的归属了！哪怕最终结局会安排罗斯和瑞秋在一起，我也希望乔伊曾经拥有过！一直不喜欢黑人！爱情公寓，你还要抄多少季？,罗斯,9,negative,剧情
真的只剩下一季了...,剩下,9,negative,情怀
好喜欢RJ在一起~~让RR随风飘逝吧~~,rjrr,9,positive,情怀
罗斯和瑞秋是该剧设定的主角，其恋情也是整个系列的线索，但这两个人的性格和爱情故事却极其让人厌恶。另外，疯疯癫癫的菲比也很讨厌。,设定,9,negative,剧情
舍不得看完啊,舍不得,9,positive,情怀
三角什么的不喜欢,喜欢,9,negative,剧情
大家喜欢浪子是因为总以为浪子会回头，在非现实世界里这种烂俗梗早被玩儿坏了。但是看到第九季，看到joey这个游戏人间的玩咖忽然间也触碰到了真爱，还是难免被打动。就暂缓揣摩剧作法，泡杯咖啡，开开心心迎接十年老朋友们的结局吧,回头,9,neutral,情怀
joey和rachel的组合真的有点扯啊,组合,9,negative,剧情
实在不能接受RACHAL和JOEY暧昧来暧昧去的。。。三观碎一地。,暧昧,9,negative,剧情
明星越来越多……老公都来助阵了,助阵,9,neutral,演员
经典至极，看过无数遍,无数,9,positive,情怀
最后一集的重新组合真有些混乱，但我觉得这样倒是很好。,组合,9,neutral,剧情
怎么会有这么好看的东西啊：）,东西,9,positive,剧情
突然就追到了这里，竟然已九季！为什么是J&R两个在一起了？？？,已九季,9,positive,剧情
第5集菲比的庆生会，17集老友记也开始上网了，瑞秋和Joey互表心意了。第九季了啊好快，真不想结束愉快的旅程但是又很期待。,庆生,9,positive,情怀
这两季的Joey简直是小天使般存在，从他得知Phoebe or Rachel pregnant愿意主动承担责任共同面对，到大家为彩票痴狂疯狂许愿，而他许下了Chandler面试通过的愿望，有这样的朋友人生是多么幸运,小天使,9,positive,演员
oh my god！第九季了！一群可爱的人啊！,可爱,9,positive,情怀
钱德勒对爱与婚姻的看法常常打动我，回顾集里莫妮卡问他婚后的生活样式，他的回答让我初次看到，婚后不是打开一个截然不同的新生活，而是此前生活更美好的延续，不仅是夫妻小孩，还留给Joey一个车库养老，它不走向狭窄，反而是更温暖的团聚。,回顾,9,positive,剧情
第五季~,第五,9,positive,剧情
Monica好幸运，遇到了RIchard和Chandler两个爱她、温柔对她的男人。从小被父母忽视、否认的她，极度渴望来自别人的认可与喜爱。有一集她在酒吧登台唱歌，即使发现台下的男人是因为她露点了才喝彩，她也毫不在乎地继续唱下去。这样低自尊的女生，现实生活里很容易走入一段虐待性关系，被另一半剥削利用或者控制打压，她们还会非常疑惑为什么自己总是遇见渣男。Chandler与父母关系也不和谐，他内心同样自卑，所以才会发展出讲笑话的才能吸引别人的注意。好在他是家中独子，多少或得一些爱，长大后成了一个懂得温柔爱人的的人。即使剧里多次拿Chandler没有性魅力这点开玩笑，钱莫依旧是般配的不要不要的。,遇见,9,positive,剧情
很喜欢Joey但是她跟瑞秋的感情其实我觉得也不错但还是觉得奇奇怪怪的,感情,9,neutral,剧情
写论文期间用作调剂的效果超赞，这一季的关系真是峰回路转七扭八歪= = 但果然还是超好看！PS：莫妮卡和钱德勒真是相亲相爱……,回路,9,positive,剧情
"有点不喜欢排列组合，和结尾都是女生求爱男生为了朋友拒绝的安排
我本来以为菲比会和Joey在一起的，不过Mike也很好哎！
钱德勒总在意想不到的时候展现一个已婚男性可以成熟到什么地步！
Joey最后敲开Rachel房门的那个bgm绝了??",joeymike,9,positive,剧情
Ross什么的最讨厌了，Joey虽然不够聪明，比他有担当多了...,聪明,9,negative,演员
让瑞秋和乔伊在一起吧。,乔伊,9,positive,剧情
Joey和Rachel的感情线仍然让我非常迷惑，Mike的出现也毫无征兆。第九季有点收尾前的无力感，但欢笑和泪水都是真的。,迷惑,9,neutral,剧情
难道只有我觉得Rach同办公室的那个Gavin特别帅吗？？居然是最好朋友婚礼里的男主...完全没认出来...,朋友,9,positive,演员
最后两集真的太爆笑！ 也算是给磕J&R cp的粉丝发糖了 虽然最终没有在一起 但是结局已经不重要了～,算是,9,neutral,剧情
看得出来编剧是真的编不下去了,编剧,9,negative,剧情
老友记里出现过的客串角色最喜欢的就是菲比的科学家男友David了啊……,喜欢,9,neutral,演员
五星给六位主角之外的配角。,主角,9,positive,演员
你们不要乱搞好不好！,不好,9,negative,剧情
又看一季，坚持下，还有一季。,一季,9,neutral,剧情
joey别太可爱了,可爱,9,positive,演员
后面开始肥皂剧了，Rach为什么不跟Gavin谈一段啊！最后一集JR俩演员演得不情不愿的。,演员,9,negative,剧情
Joey在咖啡馆随口大喊了一声“Mike”，于是Mike欣然走进了Phoebe的生命中。Mike的美好在于温柔的理解和欣赏，Phoebe的妙不可言在于苦难之后只留下了童真和善良，没有留下一丝怨怼。真是天作之合，冰山都融化了。,mike,9,positive,剧情
莫妮卡和钱德勒越到后面越喜欢他们俩。,钱德勒,9,positive,剧情
珍妮丝，每次出场都很无敌。另外这个剧情走向实在是·······,出场,9,neutral,演员
看一季少一季啊…只剩下最后一季了,剩下,9,neutral,情怀
终于磕完第九季,第九,9,positive,剧情
Joey和rachael虽然感人，但真的磕不起来,感人,9,neutral,演员
每个人都找到最终归宿了，真好，真好真好。要是我能早点刷这部剧，也不至于有那么多遗憾。I really want to use a if ball.,早点,9,positive,剧情
第九季拖了半年才看完，反复地打开被恶心到关闭，到底为什么要加乔伊和瑞秋的线呢？爱面子又不甘寂寞的瑞秋和罗斯二人游戏人生与感情的态度注定了他们分分又合合，错过又伤心，害人又害己，纠结又缠绕的关系。,感情,9,negative,剧情
Joey和Rachel，好吧，这可不是我期待的……,joey,9,negative,剧情
10/10.寻求突破，成功引入保罗鲁德。珍妮丝每次出现都会掀起一波小高潮。乔伊和瑞秋的恋情总让我觉得别扭。钱德勒和莫妮卡的婚姻趋于完美。乔伊的搞笑效果超过钱德勒。,珍妮,9,positive,剧情
爱死了这部的乔伊,爱死,9,positive,演员
菲比迈克,迈克,9,neutral,演员
我觉得在本季大结局的时候重新唤醒Joey和Rachael的感情线明显是为了让最终季的开头更吸引人吧？,感情,9,positive,剧情
我还挺萌乔伊和瑞秋这对的。,萌乔,9,positive,演员
Joy Rachel你们不要搞一起啊！！！,joy,9,negative,演员
这一季真的是明显鸡肋了，我宣布美国甜心是joey,joey,9,positive,剧情
该最后一季了，找工作是否也已到尾声?,尾声,9,positive,剧情
Joey的确不会演戏 脑袋空空 如果他试镜过了才恐怖。每个人都有变化 九年了 只有Joey还是个傻子 仍旧没有演技。Joey和瑞秋的感情戏真是多余 爱来爱去都在这个圈里 真的服了。因为考虑当时第九季收视率吗 从没想过看老友记还会快进。一到瑞秋Joey就??。,多余,9,negative,演员
Rachel和Joey在一起看着很别扭，特此少打一星。,特此一星,9,negative,演员
